v3_feature,v4_feature,correlation
feature_frizzier_alcoholic_gadolinium,feature_defeasible_bustiest_trimetrogon,0.976578600566116
feature_frowsiest_bonapartean_income,feature_underemployed_opiate_aube,0.97901442610724
feature_frowzy_berserk_lag,feature_disliked_undersized_vermiculation,0.978545998118563
feature_frumpy_squishiest_burley,feature_comely_typal_softie,0.973580661438579
feature_fumarolic_known_sharkskin,feature_horticultural_footworn_superscription,0.99747048886114
feature_fustier_crossing_pharyngology,feature_agitato_unlineal_perspicacity,1
feature_fustiest_voiced_janet,feature_encased_unamiable_hasidism,0.996346261688314
feature_gabby_glimmery_azalea,feature_aymaran_indusial_elodea,1
feature_gainly_tritheism_syndactyl,feature_weedier_indistinctive_haranguer,1
feature_galvanometric_sturdied_billingsgate,feature_smouldering_underground_wingspan,0.996533632883785
feature_ganoid_osiered_mineralogy,feature_boiling_won_rama,1
feature_gardant_irreverent_inferiority,feature_rowdyish_overcritical_digression,0.996252576090579
feature_gay_deceased_reen,feature_imitable_unnatural_samuel,1
feature_generative_honorific_tughrik,feature_moneyed_mesophytic_lester,0.998782087229438
feature_geodic_corky_clinic,feature_topologic_subcaliber_radiotelephony,0.891793134615459
feature_geographical_ecstatic_geta,feature_gory_medullated_waverer,0.998032602447554
feature_ginger_unexplored_sadduceeism,feature_dissymmetric_stressed_stonewalling,0.969458495138216
feature_glare_factional_assessment,feature_froggier_unlearned_underworkman,0.999437886413587
feature_gleetier_unpared_pentecost,feature_odd_desiderative_godet,0.985385046753257
feature_glued_antemundane_eschscholtzia,feature_ecumenical_neuron_equity,0.974704888611406
feature_glyptic_unrubbed_holloway,feature_unhoped_hex_ventriloquism,0.992505152181157
feature_gnathic_terminological_defector,feature_muggiest_explicit_barnardo,0.995503091308694
feature_gobony_configured_judicatory,feature_collectable_distinguishing_dichroite,0.952501401948084
feature_gone_honduran_worshipper,feature_tuberculate_patelliform_paging,0.985759789144199
feature_gory_ratite_santir,feature_aeriform_discomposed_moolvie,0.997845231252083
feature_gossamer_placable_wycliffite,feature_impetratory_shuttered_chewer,0.99391043614719
feature_gradely_dippy_gaol,feature_dada_draughtiest_cinchonisation,0.917837730785937
feature_grandmotherly_circumnavigable_homonymity,feature_sodding_choosy_eruption,0.997845231252082
feature_grazed_blameful_desiderative,feature_limonitic_issuable_melancholy,0.960933105744282
feature_greedier_favorable_enthymeme,feature_tingling_large_primordiality,0.951658231568464
feature_gregorian_electromagnetic_hepar,feature_manufactured_nodal_seeking,0.983230278005339
feature_gripple_bracteal_huckster,feature_unsocial_pouring_barbe,0.972081691874811
feature_groggy_undescried_geosphere,feature_paraffinoid_flashiest_brotherhood,0.99831365924076
feature_grummest_confounding_quinquagesima,feature_agape_untamable_towmond,0.995034663320017
feature_guileful_congenerical_literation,feature_autumn_prefectural_viscera,0.979670225291389
feature_gullable_sanguine_incongruity,feature_ecstatic_foundational_crinoidea,1
feature_gustier_maladjusted_bargeman,feature_yeasty_castilian_nicaragua,0.996908375274727
feature_gutta_exploitive_simpson,feature_blind_concordant_tribalist,1
feature_guttering_liberating_conurbation,feature_appellant_verbalized_duckbill,1
feature_gymnasial_supremacist_osteopathy,feature_sunproof_unmurmuring_heliotype,0.995971519297372
feature_gymnastic_erective_tranche,feature_studded_premonitory_periostracum,0.959340450582779
feature_gymnastic_neap_thoracostomy,feature_precursory_maltese_wetting,0.990163012237769
feature_gyral_extrapolated_serotherapy,feature_undealt_tonal_fictionalization,0.998219973643025
feature_haematoid_runaway_nightjar,feature_obeliscal_bewildered_reviewer,0.998875772827173
feature_hagiographical_swelling_homager,feature_exhaling_awkward_inhabitant,1
feature_halting_disguisable_syllabicity,feature_disjunct_hardened_picturing,0.88148771886455
feature_hanseatic_responsible_enneahedron,feature_benzal_sprucest_taler,0.997938916849818
feature_haploid_occluded_moral,feature_blinded_memorable_wring,0.996065204895107
feature_haunted_fussier_vaunt,feature_cased_polycrystalline_groschen,0.980044967682331
feature_hawaiian_adrenocorticotropic_right,feature_dysgenic_putrefied_nosegay,0.99728311766567
feature_hawkish_domiciliary_duramen,feature_depauperate_armipotent_decentralisation,0.998313659240761
feature_haziest_lifelike_horseback,feature_coastal_edible_whang,1
feature_headhunting_unsatisfied_phenomena,feature_enzymatic_poorest_advocaat,1
feature_healthful_mitigated_magnesium,feature_peeled_singing_smacking,0.997845231252082
feature_healthiest_glial_cliquism,feature_interruptive_breached_protanomaly,0.973112233449902
feature_healthy_preterhuman_conto,feature_cantharidian_lightful_cubicle,0.998032602447554
feature_hedonistic_entertaining_pelting,feature_bubbling_pedestrian_convection,1
feature_heliocentric_stealthy_waning,feature_crapulent_appropriate_kanga,1
feature_heliotropic_inane_papistry,feature_adored_empyreal_revel,0.992224095387951
feature_hellenistic_scraggly_comfort,feature_affettuoso_taxidermic_greg,1
feature_helpable_chanciest_fractionisation,feature_kinky_benzal_holotype,1
feature_hemispherical_unabsolved_aeolipile,feature_thousandth_hierarchal_plight,0.877271866966451
feature_hendecagonal_deathly_stiver,feature_abating_unadaptable_weakfish,0.977702827738943
feature_hetero_overweary_hylotheist,feature_redeemed_petiolar_lethe,0.930485286480234
feature_hexametric_ventricose_limnology,feature_pansophical_agitato_theatricality,1
feature_hibernating_soritic_croupe,feature_directoire_propositional_clydebank,0.99559677690643
feature_hieroglyphic_scalar_synchroflash,feature_girlish_uncoated_shammy,1
feature_hierologic_assault_candida,feature_careworn_motivational_requisite,0.998219973643025
feature_highland_eocene_berean,feature_peninsular_pulsatile_vapor,0.987165073110232
feature_hillier_unpitied_theobromine,feature_genuine_kyphotic_trehala,1
feature_himyarite_tetragonal_deceit,feature_linear_scummiest_insobriety,0.998594716033967
feature_hipper_etruscan_ketose,feature_unalloyed_carminative_supercargo,0.983230278005339
feature_hitlerite_slippy_pterygoid,feature_eucaryotic_centillionth_bastnaesite,1
feature_holophytic_fiercest_ruining,feature_like_inflorescent_sierra,0.965617385631059
feature_horizontal_snug_description,feature_weightiest_protozoic_brawler,0.970489036713307
feature_hotfoot_behaviorist_terylene,feature_lovelorn_aided_limiter,1
feature_hotshot_undefied_aten,feature_phasmid_accommodating_aftercare,0.973580661438579
feature_huge_neoclassic_crossbencher,feature_commotional_unhealable_berserk,0.974423831818199
feature_hungry_thermoluminescent_shareholding,feature_sane_disqualifying_whimperer,0.994378864135868
feature_huskiest_compartmental_jacquerie,feature_thorniest_laughable_hindustani,1
feature_hydrologic_cymric_nyctophobia,feature_twelve_haphazard_pantography,0.998407344838496
feature_hydroponic_constitutive_etaerio,feature_enervated_porose_microfarad,0.996721004079256
feature_hyperbaric_populated_optimum,feature_piebald_unresisted_soldo,0.953250886729968
feature_hypermetropic_unsighted_forsyth,feature_tapestried_madding_acclimatiser,0.965523700033323
feature_hypersonic_volcanological_footwear,feature_inestimable_unmoral_extraversion,0.965242643240117
feature_hypertensive_aroused_urquhart,feature_recurrent_perversive_injury,0.983323963603075
feature_hypertensive_seared_adenauer,feature_datival_crucial_chevrotain,0.966554241608414
feature_hypertrophied_embryologic_forfeiter,feature_sophomoric_perseverant_sclaff,1
feature_hypogastric_effectual_sunlight,feature_unruly_salian_impetuosity,0.998407344838496
feature_hypothetic_distressing_endemic,feature_morbific_irredentist_interregnum,0.960464677755605
feature_hysteric_mechanized_recklinghausen,feature_attack_unlit_milling,0.97714071415253
feature_iconomatic_boozier_age,feature_forfeit_contributing_joinder,0.965148957642382
feature_ignored_splay_management,feature_perpetuable_stuffed_manxman,0.993442008158513
feature_illegible_punishing_lunacy,feature_tethered_exceptive_altimeter,0.998501030436232
feature_illiterate_stomachal_terpene,feature_monocyclic_galliambic_par,0.962338389710315
feature_imitable_artificial_titration,feature_quintuplicate_hortative_merionethshire,0.985478732350992
feature_imparipinnate_autoerotic_joel,feature_unransomed_unhealthier_excuser,0.999063144022645
feature_impartable_unpeaceful_pennsylvanian,feature_mantuan_cricoid_responder,0.966366870412943
feature_imperviable_surprised_running,feature_poetical_individualist_laterite,1
feature_imponderable_seasoned_kinetograph,feature_enveloping_diabolic_serviette,0.968240582367654
feature_impractical_endorsed_tide,feature_footling_unpuckered_lophophore,1
feature_inane_ribald_adrenal,feature_rural_apogean_titbit,0.965336328837853
feature_inapproachable_aging_lully,feature_standardized_rosiny_suslik,0.997657860056612
feature_incendiary_failing_fluff,feature_maigre_twinkling_overstand,0.997002060872463
feature_incidental_unveiled_bobbysoxer,feature_nymphomaniac_disappointing_greenaway,0.996814689676992
feature_incitant_trochoidal_oculist,feature_detrital_respected_parlance,0.99831365924076
feature_incog_decolorant_refluence,feature_unweary_avionic_claudine,0.994659920929075
feature_incommensurable_diffused_curability,feature_smaller_colored_immurement,0.983323963603075
feature_inconsequential_scincoid_sextant,feature_unhomely_monoclinic_acajou,0.993160951365306
feature_indefatigable_enterprising_calf,feature_protractive_moral_forswearing,1
feature_indentured_communicant_tulipomania,feature_gobony_premonitory_twinkler,0.997002060872463
feature_indirect_concrete_canaille,feature_anucleate_knotted_nonage,1
feature_induplicate_hoarse_disbursement,feature_clipped_kurdish_grainer,0.977515456543472
feature_inebriant_unhopeful_beecham,feature_derogate_bigoted_mnemonic,0.887858339510566
feature_inelastic_verist_graf,feature_woodier_slimmest_supplanter,1
feature_inexpugnable_gleg_candelilla,feature_unreachable_neritic_saracen,1
feature_inflexed_lamaism_crit,feature_songful_intercostal_frightener,0.999718943206794
feature_inhabited_collectable_soda,feature_insipid_unshakable_panne,0.979670225291389
feature_inhabited_pettier_veinlet,feature_angevin_fitful_sultan,0.992973580169835
feature_inherited_accelerated_astaire,feature_untired_flighty_tungstate,0.99728311766567
feature_inhibited_snowiest_drawing,feature_cooled_perkiest_electrodeposition,0.985572417948728
feature_innumerate_alated_soliped,feature_kingly_gemmological_electrodynamometer,0.996346261688314
feature_inoperable_monegasque_infuriation,feature_uneducated_afraid_sip,0.972643805461224
feature_inseminated_filarial_mesoderm,feature_pennsylvanian_sibylic_chanoyu,1
feature_insociable_exultant_tatum,feature_cuddlesome_undernamed_incidental,0.951658231568464
feature_institutionalized_individualized_worcestershire,feature_natal_scalloped_edwardianism,0.980888138061951
feature_instrumentalist_extrovert_cassini,feature_disarrayed_rarefactive_trisulphide,0.99372306495172
feature_integrated_extroversive_ambivalence,feature_ferial_incumbent_engraving,1
feature_intended_involute_highbinder,feature_manifold_melodramatic_girl,0.98070076686648
feature_intercalative_helvetian_infirmarian,feature_tachygraphical_sedimentological_mesoderm,0.997751545654347
feature_interdental_mongolian_anarchism,feature_amoroso_wimpish_maturing,0.965898442424266
feature_interdigital_sewn_glucagon,feature_figurative_uncertificated_indigent,1
feature_interfertile_neozoic_solder,feature_battled_premillennial_omelette,1
feature_interjaculatory_anhedonic_lindisfarne,feature_unrealistic_inoperable_publishing,0.998126288045289
feature_intermontane_vertical_moo,feature_gubernacular_liguloid_frankie,1
feature_interoceptive_fifteenth_trey,feature_bloomed_touchable_alastair,1
feature_interpenetrative_enabling_elm,feature_rutilant_obliterate_potassium,0.958497280203159
feature_interrogatory_isohyetal_atacamite,feature_incorporating_abominable_daily,0.990912497019654
feature_intersidereal_chewy_sinusoid,feature_unquestioning_dappled_phenomenalism,0.979201797302712
feature_intersubjective_juristic_sagebrush,feature_binding_lanky_rushing,1
feature_intertwined_leeriest_suffragette,feature_unsinkable_dumbstruck_octuplet,0.997564174458876
feature_introvert_symphysial_assegai,feature_fribble_gusseted_stickjaw,0.970676407908778
feature_intrusive_effluent_hokkaido,feature_pulverized_unified_dupery,1
feature_invalid_chromatographic_cornishman,feature_herbaged_brownish_consubstantialist,0.977421770945736
feature_invalid_extortionary_titillation,feature_dissident_templed_shippon,0.961495219330695
feature_investigatory_inerasable_circumvallation,feature_quinoidal_ungrudged_hebraiser,0.988101929087587
feature_invincible_unroofed_tetrachord,feature_celebratory_assayable_carlisle,0.998032602447554
feature_iraqi_gentled_hector,feature_waxing_jaggy_bondswoman,1
feature_iridic_unpropertied_spline,feature_cornute_potentiometric_tinhorn,0.96833426796539
feature_irradiative_unpolished_sodality,feature_gravettian_groveling_crooning,0.997845231252083
feature_irreplaceable_regurgitate_ctenophore,feature_botchier_universalistic_nullifier,0.966366870412943
feature_irresponsive_compositive_ramson,feature_unsapped_anionic_catherine,0.997938916849818
feature_irritant_euphuistic_weka,feature_developed_arbitrary_traditionalist,0.99831365924076
feature_isotopic_hymenial_starwort,feature_castigatory_hundredfold_hearthrug,1
feature_jammed_morphotic_destruction,feature_cauline_herpetic_videocassette,0.996346261688314
feature_jauntier_talc_noreen,feature_jammed_stearic_gaper,0.919430385947441
feature_jeffersonian_torrent_cobaltite,feature_epicontinental_centum_raine,0.983323963603075
feature_jerkwater_eustatic_electrocardiograph,feature_queenliest_childing_ritual,1
feature_jiggish_tritheist_probity,feature_unrecognisable_waxier_paging,0.992224095387951
feature_jubilant_ghostlier_pedestrianism,feature_nephritic_unrelievable_piperonal,0.99747048886114
feature_jumping_homemaking_shaveling,feature_unknighted_unarticulated_stalag,1
feature_juvenalian_paunchy_uniformitarianism,feature_maglemosian_kittle_coachbuilding,1
feature_kenotic_hispanic_yulan,feature_tardigrade_intercommunal_propitiatory,1
feature_kerygmatic_splashed_ziegfeld,feature_deformable_productile_piglet,0.997189432067934
feature_koranic_rude_corf,feature_ichthyotic_roofed_yeshiva,1
feature_lageniform_theodicean_terylene,feature_petticoated_unobeyed_mugwort,0.952688773143555
feature_laggard_mincing_gemologist,feature_differential_intercrossed_royalism,0.975267002197819
feature_lashed_dirigible_scrubber,feature_jiggish_mechanized_patricide,0.996158890492843
feature_latin_throwback_lactoscope,feature_nephritic_grammatical_lithograph,0.986415588328347
feature_leadiest_unliveable_macadamia,feature_graceful_vaunted_accommodator,0.992505152181157
feature_leaky_maroon_pyrometry,feature_southerly_assonant_amicability,0.998126288045289
feature_learned_claustral_quiddity,feature_rival_undepraved_countermarch,0.998594716033967
feature_leggiest_slaggiest_inez,feature_indign_tardier_borough,0.99915682962038
feature_leisurable_dehortatory_pretoria,feature_malpighian_vaporized_biogen,0.944912868531506
feature_lethal_stringy_substantial,feature_sworn_satanic_sprechstimme,0.986228217132876
feature_leukemic_paler_millikan,feature_dure_jaspery_mugging,0.979576539693653
feature_levigate_kindly_dyspareunia,feature_tottery_unmetalled_codder,0.99831365924076
feature_liege_unexercised_ennoblement,feature_thoughtful_accommodable_lack,0.998875772827173
feature_limbic_pulverizable_hindfoot,feature_balinese_uncomforted_mimicker,0.99643994728605
feature_limitable_astable_physiology,feature_sicker_spelaean_endplay,0.983323963603075
feature_limitative_traditional_yodeller,feature_immovable_liquified_potpie,0.949971890809225
feature_limnological_proboscidean_nomologist,feature_mensal_amusive_phosphorylase,0.99559677690643
feature_lipogrammatic_blowsier_seismometry,feature_unreeling_homeothermic_macedonia,1
feature_liquefacient_premium_pyxidium,feature_quaint_lyophobic_draper,0.945193925324713
feature_literary_live_taxon,feature_undrawn_oldish_deprivation,0.995596776906429
feature_literate_treacly_altercation,feature_quodlibetic_enrapt_miscalculation,0.998969458424909
feature_livelong_sounded_squirm,feature_clavate_geriatric_aldebaran,1
feature_liverpudlian_multicellular_torsk,feature_spicate_photolithographic_buckskin,0.977328085348001
feature_lofty_acceptable_challenge,feature_steric_coxcombic_relinquishment,1
feature_log_unregenerate_babel,feature_simpatico_cadential_pup,0.99812628804529
feature_lordly_lamellicorn_buxtehude,feature_equipped_undoubted_athanasian,0.986321902730612
feature_loricate_cryptocrystalline_ethnology,feature_crimpier_gude_housedog,0.994659920929075
feature_lost_quirky_botel,feature_neutered_postpositive_writ,0.995877833699636
feature_lotic_anticorrosive_acetone,feature_obligate_quadruplication_feathering,1
feature_loved_purpure_malthusian,feature_trifling_sleety_amylase,0.995784148101901
feature_lowermost_tetrastichic_transvestism,feature_atheist_pompeian_fogsignal,0.881675090060021
feature_lowliest_oblatory_sprattle,feature_commo_flavored_epitomizer,0.974517517415935
feature_loyal_fishy_pith,feature_witchy_orange_muley,0.997002060872463
feature_macrobiotic_benignant_eurasia,feature_parturient_liberian_gamal,0.99831365924076
feature_macrocephalic_tiresome_piroshki,feature_reverable_sunk_quiet,0.99831365924076
feature_madrigalian_distichal_otranto,feature_gymnorhinal_unreached_carthusian,1
feature_mailed_harried_grant,feature_faddiest_clement_repatriation,1
feature_maintained_childbearing_isagoge,feature_undesirable_candied_computist,0.993442008158513
feature_malacological_differential_defeated,feature_antarthritic_syzygial_wonderland,1
feature_malagasy_abounding_circumciser,feature_goidelic_gobelin_ledge,0.965711071228795
feature_malarian_multinuclear_averroist,feature_hydrokinetic_idyllic_archetype,0.99372306495172
feature_mandibulate_whining_localizer,feature_palimpsest_inoffensive_coiffeuse,0.997938916849818
feature_marmalade_felled_teratogeny,feature_proteinic_marcan_anxiety,0.996533632883785
feature_marxian_subminiature_minx,feature_colourable_lapsable_foliage,0.996721004079256
feature_massed_nonracial_ecclesiologist,feature_instructional_desensitized_symmetallism,1
feature_mattery_past_moro,feature_inflammable_numb_anticline,1
feature_maximal_unobserving_desalinisation,feature_altimetrical_muddled_symbolism,0.885984627555855
feature_mazy_superrefined_punishment,feature_phantasmal_extenuative_britain,0.987071387512497
feature_mellifluent_homeomorphic_emmanuel,feature_undevout_sonant_westerner,0.960933105744282
feature_mephitic_televisionary_breeder,feature_likeliest_exhaled_middlemarch,0.95531196988015
feature_merovingian_tenebrism_hartshorn,feature_undependable_stedfast_donegal,1
feature_mesoblastic_anatolian_deodand,feature_isoseismic_rhinocerotic_narceine,0.953813000316382
feature_messy_glottic_ciborium,feature_epithelial_apodictic_constructivism,0.998688401631702
feature_metabolic_minded_armorist,feature_tricksiest_pending_voile,0.938073819896812
feature_methylated_necrophilic_serendipity,feature_gambrel_unblessed_gigantomachy,0.980607081268745
feature_midget_noncognizable_plenary,feature_snatchy_xylic_institution,0.997938916849818
feature_midnightly_falser_replacement,feature_revitalizing_intersectional_dysthymia,1
feature_migrant_reliable_chirurgery,feature_unheeded_stylar_planarian,0.966273184815208
feature_mined_game_curse,feature_unappeasable_employed_photoelectron,0.963181560089935
feature_misanthropic_knurliest_freebooty,feature_superjacent_grubby_axillary,0.965336328837853
feature_mobile_savoyard_maidenhead,feature_intranational_sepulchral_clacton,0.997845231252083
feature_monocarpic_grey_hanger,feature_dichotomic_tenpenny_myotonia,0.909968140576152
feature_moralistic_heartier_typhoid,feature_fearsome_merry_bluewing,1
feature_more_hindoo_diageotropism,feature_kissable_forfeit_egotism,0.998219973643025
feature_mortal_sovran_powerboat,feature_costliest_heavenly_bovver,0.995877833699637
feature_motherly_chalkier_woking,feature_baptist_undelayed_mannerism,1
feature_mouldiest_clostridial_paper,feature_exoergic_unschooled_lipid,0.998594716033967
feature_mucky_loanable_gastrostomy,feature_ectodermal_mandaean_saffian,1
feature_muddier_besieged_escarp,feature_anencephalic_unattempted_pschent,0.957373053030332
feature_multicostate_undescended_monoacid,feature_loftier_sightly_lyric,0.960370992157869
feature_multilinear_sharpened_mouse,feature_vendean_thwartwise_resistant,0.98763350109891
feature_multiplicate_taunt_vena,feature_grassier_sizy_chorale,0.870058075940814
feature_munificent_stupid_hitlerism,feature_peccant_zanier_undersigned,0.979576539693654
feature_muskiest_transcendentalist_pantheism,feature_syndicalistic_epaxial_caldarium,0.917462988394995
feature_muted_gaulish_symmetry,feature_millenary_aliquot_hangdog,0.99119355381286
feature_myographic_gawkier_timbale,feature_coalier_hircine_brokerage,0.947817122061307
feature_myological_adducent_puebla,feature_unreprimanded_evocable_briard,1
feature_naval_edified_decarbonize,feature_small_cumulative_graywacke,1
feature_nebule_barmier_bibliomania,feature_navigational_enured_condensability,0.998688401631703
feature_necrophiliac_unsublimated_rudd,feature_unforeboding_succeeding_wildcatter,0.999250515218116
feature_neptunian_supersensitive_stapler,feature_unscaling_pedantic_fingernail,1
feature_neurophysiological_runcinate_yardang,feature_expended_evitable_darwinian,0.931796884848532
feature_newish_eosinophilic_sciaenoid,feature_unperched_forgetive_vasoconstrictor,1
feature_newish_vortical_upthrow,feature_antenuptial_moonlit_incidence,0.896008986513557
feature_nicer_fernier_banderilla,feature_squirarchal_bioplasmic_delay,0.995784148101901
feature_nine_nimbused_cooperative,feature_unpriced_sniffiest_marvel,0.988851413869471
feature_nipping_pinnate_attempter,feature_lucullian_unshunned_ulex,0.977796513336679
feature_nobiliary_nativist_pull,feature_turanian_satiable_millicent,1
feature_nomothetic_autistic_ilk,feature_sanctioned_sunny_lily,0.988757728271736
feature_nonclinical_stewed_disreputability,feature_overexcitable_filmier_queening,0.918587215567821
feature_nonfunctional_cnemial_illocution,feature_seminarial_catachrestic_i've,0.998219973643025
feature_nubblier_plosive_deepening,feature_circumnavigable_naughty_retranslation,1
feature_nucleophilic_uremic_endogen,feature_gobioid_transhuman_interconnection,0.981075509257422
feature_nude_revived_unpredictability,feature_turbaned_excentric_rockery,0.987165073110232
feature_obeisant_vicarial_passibility,feature_rid_conveyable_cinchonization,0.985291361155522
feature_oblate_quivery_bottrop,feature_sovietism_interred_toile,0.951658231568464
feature_obverse_plumy_ultramontanism,feature_bellicose_lunatic_glorification,0.998126288045289
feature_octave_tingly_flitch,feature_mauve_supernumerary_hogan,0.992130409790215
feature_offshore_defamatory_catalog,feature_phyletic_separate_genuflexion,0.998219973643025
feature_often_awry_chyme,feature_nymphomaniac_cleaned_museologist,0.949690834016018
feature_olid_reunionistic_malachi,feature_retardative_telencephalic_heme,0.976672286163852
feature_opposable_argumentative_mesoblast,feature_cislunar_ritardando_gadwall,0.923365181052333
feature_oscillating_elaborated_mandatory,feature_impeded_propagandist_darer,0.998594716033967
feature_otherworldly_hallstatt_tolerator,feature_incredible_plane_sacque,1
feature_outdated_tapered_speciation,feature_loony_zirconic_hoofer,0.951470860372993
feature_outsized_admonishing_errantry,feature_bucked_costume_malagasy,0.993535693756248
feature_overfraught_chinked_jinx,feature_convergent_reborn_autoroute,0.988757728271736
feature_overmerry_quinary_raisin,feature_chaliced_evolutional_street,0.96580475682653
feature_oversea_permed_insulter,feature_stratocratic_aerodynamic_herero,0.999063144022645
feature_overt_smart_stendhal,feature_associable_additional_bough,1
feature_ovidian_compelling_popsy,feature_disincentive_unchallenged_aerobe,0.997657860056612
feature_ovular_powered_neckar,feature_evocable_woollen_guarder,0.996721004079256
feature_padded_peripteral_pericranium,feature_libratory_seizable_orlando,0.987165073110232
feature_palatalized_unsucceeded_induration,feature_lentissimo_ducky_quadroon,0.997189432067934
feature_palmary_hale_recital,feature_humpbacked_tribrachic_cosmotron,0.979482854095918
feature_palmy_superfluid_argyrodite,feature_undisturbing_quadrifid_reinhardt,0.991755667399273
feature_pansophic_merino_pintado,feature_hooly_chekhovian_phytogeographer,0.998969458424909
feature_parabolical_puberulent_heartburning,feature_mettlesome_concussive_twinkling,1
feature_paraffinoid_irreplevisable_ombu,feature_continued_conjugated_natalia,0.958403594605423
feature_parallelism_later_triennial,feature_hatched_myriad_biogen,0.98679033071929
feature_paramagnetic_complex_gish,feature_recreational_homiletic_nubian,0.995784148101901
feature_passable_premed_independent,feature_subglobose_sleekier_calcaneum,1
feature_passerine_ultraist_neon,feature_unreaving_intensive_docudrama,1
feature_patristical_analysable_langouste,feature_partible_amphibrachic_classicism,0.991943038594744
feature_peaty_vulgar_branchia,feature_genoese_uncreditable_subregion,0.970676407908778
feature_peculiar_sheenier_quintal,feature_balmiest_spinal_roundelay,0.980888138061951
feature_pedal_dissident_thummim,feature_rheumatic_bravest_pantisocracy,0.994191492940397
feature_pedological_unremitted_pappoose,feature_intime_impassible_ferrule,0.994659920929075
feature_pellicular_comeliest_charlatan,feature_psycholinguistic_junoesque_central,0.973299604645373
feature_peltate_okay_info,feature_unreversed_fain_jute,0.965336328837853
feature_perceivable_gasiform_psammite,feature_wheezier_unjaundiced_game,0.985853474741935
feature_perigean_bewitching_thruster,feature_unenthralled_sportful_schoolhouse,1
feature_periscopic_thirteenth_cartage,feature_choosier_uncongenial_coachwood,0.992973580169835
feature_peritectic_medallic_leaper,feature_depleted_omnidirectional_baluchi,0.971706949483869
feature_permanent_cottony_ballpen,feature_preceptive_rushed_swedenborgian,0.923458866650069
feature_persnickety_schmalziest_dolichocephaly,feature_unstarched_isogonic_alternation,0.953813000316382
feature_persuasible_ablest_menology,feature_explanatory_immature_cautery,0.915214534049342
feature_pert_performative_hormuz,feature_untidy_withdrawn_bargeman,1
feature_perturbed_dry_grosvenor,feature_darkened_campanulate_decerebrate,1
feature_petalled_backmost_crimplene,feature_inhospitable_necked_duckbill,0.997376803263405
feature_petitionary_evanescent_diallage,feature_eleatic_fellow_auctioneer,0.965242643240117
feature_phantasmagorial_lyophilized_chippendale,feature_cheerful_aphidian_orchestrion,0.977609142141207
feature_phantasmal_stomachal_peperoni,feature_dendritic_phytographic_skydiving,0.93601273674663
feature_phellogenetic_vibrational_jocelyn,feature_unimproved_courtliest_uncongeniality,0.986321902730612
feature_phenomenal_photosynthetic_berg,feature_unthawed_moved_theft,0.953906685914118
feature_philologic_errhine_nubbin,feature_goofy_glassed_cetacea,0.993442008158513
feature_photolithographic_attenuate_serapeum,feature_biobibliographical_carnal_atomisation,0.998688401631703
feature_picked_inferrible_lanark,feature_maltese_flaggiest_platelayer,1
feature_pictographic_epithetic_pleiocene,feature_pulmonic_bladed_affray,0.998875772827173
feature_piffling_inflamed_jupiter,feature_ironfisted_nonvintage_chlorpromazine,1
feature_pinioned_desiccated_renegade,feature_vapourish_ichthyotic_causerie,0.991568296203802
feature_placable_conscionable_mickey,feature_supportive_explanatory_powder,1
feature_plaguy_preceding_hosteller,feature_downiest_spenserian_evadne,0.953625629120911
feature_planar_unessential_bride,feature_clenched_wayward_coelostat,0.880082434898517
feature_planned_superimposed_bend,feature_entopic_interpreted_subsidiary,0.999250515218116
feature_plausive_carboxyl_elaborator,feature_unamenable_prevalent_trilobite,1
feature_plexiform_won_elk,feature_accommodable_crinite_cleft,0.977515456543472
feature_plutonian_unsegregated_meringue,feature_lentissimo_zymolytic_earwig,1
feature_poachier_unsufferable_bile,feature_martinique_tingliest_gynaecocracy,0.997095746470198
feature_polaroid_squalliest_applause,feature_cortical_halt_catcher,0.986509273926083
feature_polybasic_unbreathed_magdeburg,feature_multipolar_syncopated_ambrotype,1
feature_polymorphic_climactic_corslet,feature_submontane_schmaltzy_piggyback,0.99728311766567
feature_pongid_agentive_rhomboid,feature_realisable_defeatist_japer,0.912591337312747
feature_porky_gyratory_whitewall,feature_unmoaned_attritional_crenation,0.993629379353984
feature_powdered_incased_project,feature_tenth_contrasting_slice,0.950252947602431
feature_pozzolanic_keltic_nymphomania,feature_aeolic_downy_forefinger,0.958590965800894
feature_precooled_inoperable_credence,feature_hardback_saturnalian_cyclometer,0.989788269846827
feature_prefab_stabbing_declivity,feature_flagging_undenominational_gauffering,0.993160951365306
feature_preparatory_sown_rehearser,feature_subversive_guardable_kago,0.974049089427257
feature_prepotent_swedish_superexcellence,feature_dental_stormier_chape,1
feature_preservable_panchromatic_roadhouse,feature_terpsichorean_hatable_glut,0.986977701914761
feature_pressed_animalcular_garden,feature_juvenalian_typical_langton,0.928705260123259
feature_prettyish_lapsed_manifest,feature_doctrinal_viewier_dentary,0.996814689676992
feature_prevailing_nubile_hearst,feature_flamier_confusing_dithering,1
feature_prevailing_thrifty_organicism,feature_discombobulated_fourierism_histopathologist,0.976578600566117
feature_principled_inspiratory_loupe,feature_irresponsible_unearthly_neat,0.99203672419248
feature_proletary_nonionic_varment,feature_untinned_dextrogyrate_fining,1
feature_pronominal_rampant_megaspore,feature_milkier_gassy_pincushion,1
feature_protanopic_reptant_nimiety,feature_bronchitic_miscible_inwall,0.904065947918813
feature_protolithic_ontogenic_fusibility,feature_apprehensible_assuring_schappe,0.99559677690643
feature_provable_downstair_titicaca,feature_froward_flattering_cretic,0.986228217132876
